id,primary_topic_openai,primary_subtopic_openai,confidence_openai,secondary_concepts_openai,reasoning_openai,primary_topic_claude,primary_subtopic_claude,confidence_claude,secondary_concepts_claude,reasoning_claude,models_agree,final_topic,final_subtopic,decision_method,needs_human_review,arb_primary_topic,arb_primary_subtopic,arb_primary_conf,arb_secondary_topic,arb_secondary_subtopic,arb_is_dual_modal,arb_decision,arb_conf_tier,secondary_primary_topic,secondary_primary_subtopic,is_dual_modal,confidence_tier,question,primary_survey
3899,Social,Household,0.85,"[{'topic': 'Social', 'subtopic': 'Moving'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Asks for the 'other' reason a person joined the household, addressing household composition and reasons for moving in, often related to relationships.",Social,Household,0.88,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Question seeks additional reasons for joining household, relating to household composition changes and residential transition motivations.",True,Social,Household,agreement,False,,,,,,,,,,,,,What is the 'other' reason ^FNAME ^LNAME joined this household?,Survey of Income and Program Participation (SIPP)
3930,Social,Citizenship,0.95,"[{'topic': 'Demographic', 'subtopic': 'Foreign Born'}]","Question asks about the manner in which the person became a U.S. citizen, which falls under citizenship; it's also related to foreign‑born status.",Social,Citizenship,0.98,"[{'topic': 'Demographic', 'subtopic': 'Foreign Born'}]","Question directly asks about the process of becoming a U.S. citizen, which is a core citizenship question.",True,Social,Citizenship,agreement,False,,,,,,,,,,,,,How did ^TEMPNAME become a U.S. citizen?,Survey of Income and Program Participation (SIPP)
3931,Demographic,Foreign Born,0.95,"[{'topic': 'Social', 'subtopic': 'Migration'}]",Asking the year the person first came to live in the U.S. is a foreign‑born/migration timing question.,Social,Migration,0.95,"[{'topic': 'Demographic', 'subtopic': 'Foreign Born'}]","Question asks about when the person first came to live in the United States, which is a migration/arrival question.",False,Demographic,Foreign Born,auto_dual_modal,False,Demographic,Foreign Born,0.95,Social,Migration,True,auto_dual_modal,very_high,Social,Migration,True,very_high,What year did ^TEMPNAME first come to live in the United States?,Survey of Income and Program Participation (SIPP)
3932,Social,Migration,0.92,"[{'topic': 'Demographic', 'subtopic': 'Foreign Born'}, {'topic': 'Social', 'subtopic': 'Citizenship'}]","Question concerns the person's immigration status at arrival, which is a migration/immigration item and relates to foreign‑born and citizenship topics.",Social,Citizenship,0.93,"[{'topic': 'Demographic', 'subtopic': 'Foreign Born'}, {'topic': 'Social', 'subtopic': 'Migration'}]","Question asks about immigration status upon arrival, which relates to citizenship and migration status.",False,Social,Citizenship,auto_dual_modal,False,Social,Citizenship,0.93,Social,Migration,True,auto_dual_modal,high,Social,Migration,True,high,"When ^TEMPNAME first moved to the United States to live, what was ^HISHER immigration status?",Survey of Income and Program Participation (SIPP)
3933,Social,Language,0.98,[],Asking which language the person speaks at home directly maps to the language subtopic.,Social,Language,0.99,[],"Question directly asks about the language spoken at home, which is a core language question.",True,Social,Language,agreement,False,,,,,,,,,,,,,What language ^DODOES ^TEMPNAME speak at home?,Survey of Income and Program Participation (SIPP)
3934,Social,Language,0.98,[],"This asks about English proficiency, which is a language ability measure.",Social,Language,0.99,[],"Question asks about English proficiency level, which is a language proficiency question.",True,Social,Language,agreement,False,,,,,,,,,,,,,"How well ^DODOES ^TEMPNAME speak English - would you say very well, well, not well, or not at all?",Survey of Income and Program Participation (SIPP)
3935,Social,Education,0.98,[],Highest level of school completed is a standard education attainment question.,Social,Education,0.99,[],"Question asks about the highest level of school completed, which is a core education attainment question.",True,Social,Education,agreement,False,,,,,,,,,,,,,What is the highest level of school ... completed?,Survey of Income and Program Participation (SIPP)
3936,Social,Education,0.95,[],Whether high school was completed via GED/equivalency pertains to educational credential/type of completion.,Social,Education,0.97,[],"Question asks about high school completion via GED or equivalency, which is an education attainment question.",True,Social,Education,agreement,False,,,,,,,,,,,,,Had ^TEMPNAME completed high school by means of a GED or other equivalency test or program?,Survey of Income and Program Participation (SIPP)
3937,Social,Education,0.95,[],"This distinguishes types of high school completion (graduation vs. GED), a facet of education attainment.",Social,Education,0.97,[],"Question asks about method of high school diploma attainment (graduation vs. GED), which is an education question.",True,Social,Education,agreement,False,,,,,,,,,,,,,"Did ^TEMPNAME get ^HISHER high school diploma by graduating from high school, or by passing a GED exam or other equivalent?",Survey of Income and Program Participation (SIPP)
3938,Social,Veterans,0.95,[],Asking when the person served on active duty relates to military service history and veteran status.,Social,Veterans,0.96,[],"Question asks about when the person served on active duty in the military, which is a veterans question.",True,Social,Veterans,agreement,False,,,,,,,,,,,,,When did ^TEMPNAME serve on active duty?,Survey of Income and Program Participation (SIPP)
3939,Social,Veterans,0.9,"[{'topic': 'Economic', 'subtopic': 'Employment Status'}]",Whether the person is currently on active duty pertains to military/veteran status and can also be considered a form of current employment status.,Social,Veterans,0.94,[],"Question asks about current active duty status, which relates to veterans and military service status.",True,Social,Veterans,agreement,False,,,,,,,,,,,,,^C_AREIS ^TEMPNAME now on active duty?,Survey of Income and Program Participation (SIPP)
3920,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question asks about presence of a parent in the household, which is a household relationship/relationship classification item.",Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question directly asks about parent-child relationship and household composition, which are core demographic relationship concepts.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,Does ... have a parent in the household?,Survey of Income and Program Participation (SIPP)
3921,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Asks for identity/type of a person's parent (relationship within household), so it maps to relationship/household composition.",Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question identifies the first parent in a household, establishing family relationship structure.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,Who is ... first parent?,Survey of Income and Program Participation (SIPP)
3922,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Asks whether the child is biological, step, or adopted — a parent/child relationship classification within the household.",Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question clarifies the type of parent-child relationship (biological, step, or adopted), which is fundamental to demographic relationship classification.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,"^C_AREISWAS ^NAMEFIL2 ^PPAR1NAME biological, step, or adopted child?",Survey of Income and Program Participation (SIPP)
3923,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Asks if there is another parent in the household, which concerns household relationship/composition.",Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question asks about presence of a second parent in household, continuing to establish family relationship structure.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,^DODOES ^NAMEFIL2 have another parent in the household?,Survey of Income and Program Participation (SIPP)
3924,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]",Requests identification/type of the second parent — a relationship/household composition item.,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question identifies the second parent in a household, further defining family relationship composition.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,Who is ... second parent?,Survey of Income and Program Participation (SIPP)
3925,Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Asks whether the person is a biological, step, or adopted child of the second parent — a parent/child relationship classification.",Demographic,Relationship,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question clarifies the type of second parent-child relationship (biological, step, or adopted), essential for demographic relationship classification.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,"^C_AREISWAS ^NAMEFIL2 ^PPAR2NAME biological, step, or adopted child?",Survey of Income and Program Participation (SIPP)
3926,Demographic,Foreign Born,0.9,"[{'topic': 'Social', 'subtopic': 'Migration'}]",Direct question about nativity (born in the United States) which fits foreign-born/nativity classification; it also relates to migration status.,Demographic,Foreign Born,0.95,"[{'topic': 'Social', 'subtopic': 'Citizenship'}]","Question asks about birthplace within or outside the United States, which is the core definition of foreign-born status.",True,Demographic,Foreign Born,agreement,False,,,,,,,,,,,,,^C_WASWERE ^TEMPNAME born in the United States?,Survey of Income and Program Participation (SIPP)
