question_text,char_length,word_count,num_surveys
"Since the first of (reference month), how much (have/has) (you/your household) spent on ALL OTHER clothing, footwear, and accessories for (yourself/the following people in your household)?",188,26,1
"Since the first of (reference month), how much (have/has) (you/your household) spent on ALL OTHER clothing, footwear, and accessories for (Childs name/the following people in your household)?",191,27,1
"Since the first of (reference month), how much (have/has) (you/your household) spent on ALL OTHER clothing, footwear, and accessories for those outside of your household?",170,25,1
"Since the first of (reference month), (have/has) (you/anyone in your household) had expenses for any of the following, either for (you/your household) or for someone outside your household?",189,28,1
"(Have/Has) (you/anyone in your household) had expenses for -- Read each item on list. Do not include pet food. It is a Diary-only item. 1. Fresh flowers or potted plants? 2. Professional photography? 3. Services of lawyers or other legal professionals? 4. Accounting fees? 5. Occupational expenses, such as union dues or professional licenses? 6. Stamp or coin collecting? 7. Lotteries or games of chance? 8. Toys or games? 9. Arts or crafts kits? 10. Sewing, knitting, or quilting materials and items? 11. Purchase of pets, pet supplies, or medicine for pets? Do not include pet food. 12. Pet services? 13. Veterinarian expenses for pets? 14. Catering? 15. Arrangement of live entertainment for special occasions? 16. Rental of party supplies? 17. Purchase or upkeep of cemetery lots or vaults? 18. Funerals, burials, or cremation? 95. Continue List 99. None/No more entries 888. What was the expense for? In what month did you have this expense? Was this expense for someone inside or outside your household?",1010,165,1
"(What was the total amount of this expense?/What is your monthly expense?) Please include any sales tax in the cost, as well as any shipping and handling charges with the cost of any item that was shipped. (* Do not include legal fees related to real estate closing costs reported in Section 3./ )",297,54,1
What other expense is the (Item Description) combined with?,59,9,1
What is the name of the business where you had this expense? Did you have any other expenses for (description)?,111,20,1
"Since the first of (reference month), have (you/you or any members of your household) given any money by cash, checks, or given any gift cards to",145,26,1
"Since the first of (reference month), have (you/you or any members of your household) given any . . . Read item on list 1. College students living away from home? 2. Any other people not in your household, such as friends, co-workers, or homeless persons? 3. Child support? 4. Alimony? 5. Educational institutions? 6. Political organizations? 7. Religious organizations, including churches, temples and mosques? 8. Charities or other organizations? What was the (payment/contribution) for? In was month (did you make the payment/did you make the contribution)? (What was the total amount of the (payment/contribution)/What is the monthly (payment/contribution))?  Did you make any other (contributions to/payments for) (Item Description)?",738,108,1
"How much (do/does) (you/your household) USUALLY spend each week for food and drinks from places like restaurants, bars, and fast food places, including carry-out and delivery? Please include the cost of any alcoholic beverages.",227,34,1
"How much (do/does) (you/your household) USUALLY spend each week for beer, wine, and other alcohol to be served at home?",119,20,1
"How much (do/does) (you/your household) USUALLY spend each week for groceries, including food and non-food items? Please include inperson and online grocery shopping and delivery. Include items like prepared meal kits, personal health and wellness items, diapers, pet food, and home cleaning supplies but do NOT include prescription drugs, alcohol, cigarettes, or other tobacco products.",388,55,1
"Since the first of (reference month), not including this month, how much (have/has) (you/your household) spent on purchases of any food or beverages for people who do not live in your household, such as treating others to a meal and providing food or beverages for a party or event?",282,49,1
"Since the first of (reference month), did (you/you or any members of your household) buy any cigarettes? Do not include e-cigarettes.",133,21,1
How much (do/does) (you/your household) USUALLY spend each week for cigarettes?,79,11,1
What is the name of the business where these were last purchased? In what city is (Cigarette store name) located? In what state is (Cigarette store name) located?,162,28,1
"Since the first of (reference month), did (you/you or any members of your household) buy other tobacco products, such as cigars, pipe tobacco, chewing tobacco, or vaping products? Do not include marijuana products.",214,33,1
How much (do/does) (you/your household) USUALLY spend each week for tobacco products?,85,12,1
What is the name of the business where these were last purchased? In what city is (other tobacco store) located? In what state is (other tobacco store) located?,160,28,1
"Since the first of (reference month), not including (current month) have (you/you or any members of your household) had any expenses for selfservice laundry machines? What was the total cost?",191,30,1
What is the name of the business where (you/your household) last paid for self-service laundry machines? In what city is (Laundromat Name) located? In what state is (Laundromat Name) located?,191,30,1
"Was any of this amount for items other than clothes, such as linens or drapes?",78,15,1
Have (you/you or any members of your household) had any expenses for dry cleaning or laundry service?,101,17,1
